,10percentage,12percentage,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,SubjectCount,SubjectTotal,Age,YOE,Enc_Designation,Enc_Gender,Enc_Degree,Enc_Specialization,Enc_CollegeState,enc_City_Type,Salary_Class
636,60.0,53.0,2,70.0,0,605,485,575,1,1,0,0,0,0,0,0,1.1336,0.5454,-0.2974,-0.7415,0.2889,2,1.1192977649902822,26.2,2.0,67,1,3,9,24,1.0,Low
637,77.67,76.62,2,66.2,1,325,560,485,1,1,0,0,0,0,0,0,0.8192,0.9688,0.3817,-0.4078,0.0679,2,1.1489432041004213,25.2,1.1,329,1,0,10,18,1.0,Low
638,64.0,61.0,2,75.0,0,495,475,575,1,1,0,0,0,0,0,0,-0.1855,0.6568,0.8171,0.44423,-1.5513,2,0.68543715455471,25.4,0.7,243,1,0,32,24,1.0,Low
639,79.6,72.5,2,62.28,0,640,625,595,1,1,0,1,0,0,0,0,0.7027,1.7109,1.7007,-2.5163,0.2889,3,1.6606399737881201,25.0,0.8,0,1,0,13,7,1.0,Low
640,74.0,72.0,2,62.1,0,590,670,500,1,1,1,0,0,0,0,0,-0.4463,0.0459,0.9322,-1.8824,0.4805,3,1.2957738454588965,23.6,1.3,319,1,0,20,17,1.0,Good
641,74.0,73.0,2,68.0,0,440,470,200,1,1,0,1,0,0,0,0,1.2772,1.3779,1.0859,1.0333,1.0554,3,0.5406531961321068,22.6,1.0,351,0,0,13,16,1.0,Low
642,63.0,56.0,2,69.4,0,430,545,545,1,0,0,1,0,0,0,0,0.2718,-0.1206,1.2396,0.2727,0.8637,2,1.2083073924055796,23.8,1.2,238,1,0,13,13,1.0,Low
643,94.2,80.2,1,75.45,1,605,575,665,1,0,1,0,0,0,0,0,-0.7335,-0.1206,0.6248,-0.1076,-0.4776,2,1.0621960918827336,24.3,1.2,340,1,0,20,4,1.0,Good
644,83.0,83.0,2,75.4,0,580,570,825,1,1,0,0,0,0,0,0,0.5591,0.2124,0.01,-0.1076,-0.2859,2,1.3275011538477877,24.4,2.2,33,1,0,32,23,1.0,Good
645,59.33,72.77,2,75.96,0,545,630,500,1,1,0,1,0,0,0,0,0.1282,0.0459,1.8543,-0.1076,0.4805,3,1.3968801512364584,24.9,1.2,243,1,3,9,23,1.0,Low
646,79.0,66.0,2,90.0,0,535,445,525,1,1,0,0,0,0,0,0,-0.6749,0.0328,-0.3803,0.4442,-0.4139,2,0.8583707215307401,28.7,2.1,340,1,0,32,23,1.0,Good
647,83.0,72.0,2,68.0,1,445,575,585,1,1,0,0,0,0,0,0,-0.2628,1.2808,0.2366,0.1798,0.8183,2,1.2996327463209776,26.0,4.4,299,1,0,32,20,1.0,Good
648,87.63,79.83,2,89.0,0,430,525,425,1,1,0,0,0,0,0,0,-0.3027,-1.2861,0.01,2.1743,-1.4356,2,1.2251237756465674,26.9,3.3,300,0,3,9,20,1.0,Average
649,89.0,95.4,2,69.0,0,700,495,510,0,1,0,0,0,0,0,0,0.99,0.3789,0.6248,-0.8682,0.6721,1,0.17517814726840855,18.6,0.8,69,1,0,38,5,1.0,Good
650,76.6,73.8,2,68.32,0,640,570,545,1,1,0,0,0,0,0,0,-0.0154,1.0449,0.1637,1.5404,-0.0943,2,1.1489432041004213,24.0,1.9,340,1,0,13,23,1.0,Good
651,84.6,81.0,2,73.9,0,435,525,475,1,1,1,0,0,0,0,0,0.6646,0.0328,0.0914,0.0623,0.0284,3,1.2670654505525671,26.6,4.9,236,0,0,20,20,1.0,Average
652,69.6,74.6,2,70.85,0,545,580,720,1,1,0,0,0,0,0,0,0.1282,-0.6201,-0.1437,0.0192,-0.0943,2,1.2251237756465674,24.6,2.4,217,1,0,32,13,1.0,Good
653,79.6,68.2,2,65.0,1,605,485,560,1,1,0,1,0,0,0,0,-0.4463,0.5454,0.01,-0.8682,0.0973,3,0.5717495094349561,26.7,0.6,9,1,3,9,21,1.0,Low
654,70.0,60.0,2,65.0,1,495,515,495,1,1,0,0,0,0,0,0,-0.4173,0.1888,1.688,-0.0552,0.8183,2,0.68543715455471,28.2,0.8,54,1,0,32,18,1.0,Low
655,89.76,77.3,2,63.77,0,445,615,465,1,1,1,0,0,0,0,0,0.51,1.2808,0.5269,-0.7603,0.3444,3,1.1820090189198644,28.8,0.7,321,1,0,20,23,1.0,Low
656,84.14,81.17,2,68.05,0,580,615,545,0,1,0,0,0,0,0,0,1.2772,0.7119,1.547,-0.995,0.4805,1,0.3355106888361045,24.4,1.9,340,1,0,19,14,1.0,Good
657,76.0,64.8,2,65.0,0,425,445,485,1,1,0,0,0,0,0,0,-1.1901,-0.5913,-0.344,1.0024,-0.1295,2,0.728846789134258,25.4,2.3,177,1,0,10,7,0.0,Low
658,88.17,81.12,2,64.61,0,630,570,810,0,0,0,0,0,0,0,0,1.9953,1.3779,1.0859,-1.3753,1.0554,0,0.0,23.5,0.7,173,1,0,16,14,2.0,Low
659,59.6,60.0,2,81.4,1,395,470,605,0,0,0,0,0,0,0,0,0.4155,-1.2861,-3.2176,-1.7556,-3.3518,0,0.0,24.2,2.0,319,1,0,10,25,1.0,Low
660,83.2,80.4,1,73.8,1,605,610,560,1,1,0,0,0,0,0,0,-1.308,1.0449,0.01,0.3995,-0.4776,2,1.1489432041004213,24.3,1.9,36,0,0,13,4,1.0,Good
661,87.6,80.0,1,76.0,0,870,535,680,1,1,0,0,0,0,1,0,-1.7389,0.0459,-0.6048,1.9207,0.6721,3,1.5946984078352182,24.3,2.2,321,0,0,20,17,1.0,Good
662,64.3,66.4,2,76.56,0,580,480,405,1,1,0,1,0,0,0,0,1.7081,-1.9521,-1.3733,-1.7556,-1.0524,3,1.1820253386527884,23.2,1.1,144,1,0,10,23,2.0,Good
663,75.04,62.16,2,75.67,0,525,405,375,1,1,1,0,0,0,0,0,0.3555,-0.7473,-0.1988,0.7673,-0.4455,3,0.4900001045624382,30.2,3.0,230,0,3,9,11,1.0,Low
664,89.0,84.0,2,75.4,0,525,615,655,1,1,0,0,0,0,0,0,-0.1082,0.8128,0.3817,-1.1128,-0.6035,2,1.2464424076594385,26.7,4.3,319,0,0,10,12,1.0,Good
665,82.9,91.5,2,88.2,1,505,605,445,1,0,1,0,0,0,0,0,-1.6538,0.5008,-0.9245,-0.29027,-0.7615,2,0.26286311914017835,28.2,2.8,225,1,2,20,20,1.0,Good
666,88.0,89.0,2,84.15,0,685,565,645,1,1,0,1,0,0,0,0,1.7081,1.7109,0.7785,-1.7556,-0.4776,3,1.7365190076057986,23.3,0.7,340,1,0,13,25,1.0,Good
667,69.0,87.0,2,60.0,1,310,400,455,1,0,0,0,1,0,0,0,-1.0208,-0.7866,-0.7585,1.6672,-3.735,2,0.300275464935726,26.9,0.9,255,1,0,0,21,1.0,Low
668,72.5,78.3,2,66.87,0,395,435,355,0,1,0,0,0,0,0,0,1.7081,1.3779,0.6248,-0.4879,0.4805,1,0.15736342042755344,24.2,1.0,95,1,0,20,21,1.0,Low
669,73.5,81.0,2,73.8,1,415,445,615,1,1,1,0,0,0,1,0,-1.1901,0.9688,0.3817,0.0623,0.8183,4,0.8160833396206661,28.4,2.9,300,1,0,20,25,2.0,Good
670,73.67,80.0,2,80.3,0,605,645,810,1,1,0,0,0,0,0,0,1.7081,1.0449,0.6248,-2.0092,1.6302,2,1.36082835133917,25.4,2.9,321,1,0,32,7,1.0,Good
671,88.0,67.68,2,75.0,1,605,590,430,1,0,1,0,0,0,1,0,1.2772,-0.2871,-0.9122,1.1601,0.4805,3,0.818596323466559,23.0,0.4,353,0,0,20,11,1.0,Low
672,70.2,63.4,2,65.88,0,465,545,390,1,0,1,0,0,0,1,0,1.2772,1.0449,1.7007,0.5262,0.6721,3,0.5541855188863071,25.3,1.3,189,1,0,20,23,1.0,Low
673,74.4,78.2,2,78.2,0,595,365,305,1,1,0,0,0,0,0,0,0.3555,-0.9033,-0.344,-0.05527,-0.643,2,0.815643120578711,26.6,2.8,230,1,2,10,0,1.0,Good
674,73.5,70.6,2,68.95,0,485,375,585,1,1,0,0,0,0,0,0,0.9737,-0.5913,-0.0537,0.1798,0.0284,2,1.1192977649902822,27.3,4.3,8,1,0,10,23,1.0,Average
675,81.6,57.8,2,65.3,0,465,334,485,1,0,1,0,0,0,0,0,-2.272,-0.5523,-1.9042,1.0024,-0.7615,2,0.17755764561405413,25.4,1.3,162,1,0,20,11,1.0,Low
676,72.0,57.0,2,66.24,0,415,495,475,1,1,0,0,0,0,0,0,-0.1082,-0.5523,-0.598,-0.6428,-0.9194,2,0.2681730225688085,24.9,2.2,13,1,0,32,17,1.0,Good
677,83.0,63.0,2,66.0,0,450,495,515,1,1,0,1,0,0,0,0,0.1282,-0.2871,0.3174,-1.8824,0.0973,3,0.6475415571772375,24.4,2.1,36,1,0,32,7,0.0,Low
678,77.7,85.3,2,83.9,1,464,435,554,1,1,0,0,0,0,0,0,-1.3447,-1.2153,-0.6343,-0.2902,-1.0774,2,0.9763606035586087,27.1,5.5,287,0,0,32,20,0.0,Average
679,68.0,70.16,2,65.06,0,485,495,435,1,1,0,0,0,0,0,0,-0.880999999999999,-0.1232,-1.0697,0.3561,-0.7615,2,1.2251237756465674,25.3,3.6,362,1,0,10,23,0.0,Good
680,80.0,70.0,1,59.0,0,585,645,575,1,1,0,0,0,0,0,0,-1.4992,0.1888,-0.7794,0.4148,0.0284,2,1.2835654826013976,27.6,2.4,156,1,0,10,17,1.0,Good
681,87.69,83.67,2,65.58,1,535,575,565,1,1,1,1,0,0,0,0,0.4155,0.3789,1.0859,1.1601,0.4805,4,1.3358505224476411,24.2,1.2,321,0,0,24,14,1.0,Good
682,60.0,64.0,2,70.0,0,360,480,260,1,0,1,0,0,0,0,0,0.2718,-0.4536,0.7785,-0.2344,-0.6692,2,0.24753136219790184,23.3,0.7,93,1,0,20,23,0.0,Low
683,83.16,77.0,1,99.93,0,535,595,620,1,1,1,0,0,0,1,0,0.8463,-0.6201,-0.7585,-0.995,-0.2859,4,1.0102638621859867,26.1,1.5,319,0,2,33,17,1.0,Good
684,91.0,83.0,2,78.0,0,525,595,365,1,1,0,0,0,0,0,0,-0.5719,-1.6833,-1.7954,1.0024,-0.6035,2,1.0875236074226153,26.5,2.4,321,0,0,10,11,1.0,Good
685,71.32,75.69,2,72.6,1,485,435,445,1,0,0,0,1,0,0,0,0.8463,0.3789,1.2396,1.5404,0.2889,2,0.7692357411150978,22.4,1.0,340,1,0,38,18,1.0,Good
686,73.6,61.2,2,67.34,0,430,415,470,1,0,1,0,0,0,0,0,0.4155,0.3789,0.3174,-0.7415,-0.0943,2,0.36178646900507194,24.4,1.3,265,1,0,33,23,1.0,Low
687,77.8,75.9,2,69.72,0,655,485,605,1,1,0,0,0,0,0,0,0.3555,0.1888,0.8171,-0.0552,-0.4455,2,1.0875236074226153,25.9,4.1,225,1,0,10,23,1.0,Good
688,61.6,79.0,2,78.1,0,440,500,425,1,1,0,1,0,0,0,0,-0.4463,0.8784,0.3174,0.7798,0.2889,3,1.4369297201965536,21.1,0.3,63,1,0,13,23,1.0,Low
689,61.8,55.02,2,73.0,0,415,440,515,1,1,0,1,0,0,0,0,-0.0154,-0.4536,-0.1437,-0.995,0.2889,3,0.7009857376998028,24.3,2.4,321,1,0,13,16,1.0,Good
690,85.06,77.5,2,69.32,0,485,475,495,1,1,0,0,0,0,0,0,1.59199999999999,0.5008,-1.5051,-1.7004,1.2923,2,1.017862217538195,26.1,3.0,155,0,0,32,14,1.0,Good
691,91.71,88.83,2,75.0,0,545,540,860,1,1,1,1,0,0,0,0,1.1336,1.0449,0.7785,-0.8682,0.8637,4,1.147990686588449,23.1,1.4,230,1,0,20,23,1.0,Good
692,76.0,78.0,2,64.25,0,545,445,535,0,1,0,0,0,0,0,0,-1.6538,-1.3713,0.0914,0.8848,-1.3934,1,0.1989311163895487,29.3,4.3,95,1,0,38,23,0.0,Good
693,75.46,75.5,2,60.99,0,360,495,500,1,0,1,0,0,0,0,0,0.5591,-0.6201,0.6248,-0.4879,0.0973,2,1.167896054982364,24.8,2.2,235,1,0,19,14,1.0,Low
694,90.6,92.3,2,78.07,1,625,545,605,1,1,1,0,0,0,1,0,0.2009,0.6568,-0.7794,-0.0552,0.9763,4,0.6912156028587098,25.9,2.3,340,0,0,20,21,1.0,Good
695,87.0,66.0,2,63.74,0,710,495,535,1,1,0,1,0,0,0,0,-1.1644,0.8784,1.1804,-2.5047,-0.4776,3,1.532878397407717,24.8,0.2,340,1,0,13,23,0.0,Good
696,74.8,63.4,2,68.28,0,510,450,455,1,1,1,0,0,0,1,0,-0.4463,-0.2871,0.1637,2.1743,0.4805,4,0.5403842489394698,22.1,0.6,358,1,0,19,23,1.0,Low
697,69.0,72.2,2,69.78,1,370,500,455,1,1,0,0,0,0,0,0,0.5591,0.2124,-0.4511,-1.3753,0.6721,2,0.9802186781645681,23.8,2.0,321,0,0,13,4,1.0,Good
698,72.2,67.2,2,70.2,0,430,530,320,1,1,0,0,0,0,0,0,0.2718,-0.6201,-1.527,-0.8682,-0.4776,2,0.68543715455471,24.1,0.6,100,0,0,32,23,0.0,Low
699,67.4,62.3,2,64.5,0,465,465,485,1,1,1,0,0,0,0,0,-0.5719,0.0328,-1.7954,1.2374,1.4502,3,0.5033619314917224,29.4,5.3,76,1,0,20,23,0.0,Good
700,77.4,72.48,2,54.75,1,415,475,455,1,1,0,0,0,0,0,0,-0.5719,-0.5913,-0.7794,-0.5253,0.3444,2,1.2018184735889843,30.1,2.8,319,1,0,32,14,1.0,Low
701,84.4,79.8,2,75.15,0,440,530,450,0,0,0,0,0,0,0,0,0.1282,0.2124,-0.1437,0.1459,0.4805,0,0.0,24.7,0.5,8,0,0,20,13,1.0,Low
702,75.6,59.2,2,66.5,0,515,465,625,1,0,1,0,0,0,1,0,-0.4173,0.9688,0.672,-1.5828,0.0284,3,0.8905246602059986,25.8,2.0,230,1,0,20,23,1.0,Good
703,79.6,72.8,2,75.2,0,475,565,645,1,1,0,0,1,0,0,0,-0.2628,0.0328,1.1074,-0.1727,0.3444,3,1.4930411630299143,29.4,1.6,66,1,0,38,16,0.0,Good
704,80.8,77.4,2,60.86,1,495,545,545,1,1,0,0,0,0,0,0,0.3555,0.0328,-0.4891,-0.0552,-0.4455,2,1.1764431330850493,26.0,3.5,225,1,0,10,14,0.0,Good
705,91.0,73.0,2,85.0,0,555,445,485,1,1,0,0,0,0,0,0,0.8192,1.4368,-0.0537,-1.8179,0.8183,2,1.2464424076594385,29.9,2.8,225,1,3,9,12,0.0,Good
706,82.5,85.0,2,75.0,1,545,485,530,1,1,0,0,0,0,0,0,0.1282,-1.9521,-0.6048,0.653,0.6721,2,0.8583707215307401,24.0,2.2,300,1,0,32,20,1.0,Good
707,75.0,60.13,2,67.57,0,525,460,390,1,0,1,0,0,0,1,0,1.5644,0.0459,0.01,0.2727,0.8637,3,1.1871040117296805,24.8,0.9,189,1,0,20,23,0.0,Low
708,79.2,59.0,2,73.0,1,395,505,334,1,1,0,0,0,0,0,0,1.4374,0.5008,-0.3803,0.6498,0.6603,2,0.7723596388838839,24.9,0.6,55,1,2,10,11,1.0,Low
709,65.0,50.0,2,60.0,1,405,345,365,1,1,1,0,0,0,0,0,0.3555,0.6568,0.5269,0.7673,0.5024,3,0.8162966317024357,27.6,4.6,91,1,0,22,20,1.0,Low
710,77.0,81.1,2,76.2,1,415,525,650,1,1,1,0,0,1,0,0,-1.0208,-0.4536,-0.4511,0.9066,-2.3937,4,1.6613750945194266,25.3,0.3,90,1,0,22,21,1.0,Low
711,69.0,69.83,2,63.83,0,395,495,400,1,0,1,0,0,1,0,0,-0.159,-0.7866,1.547,-1.3753,0.4805,3,0.8847589973265517,26.5,0.8,126,0,0,17,14,1.0,Good
712,90.3,94.3,2,76.06,1,325,355,595,1,1,1,0,0,0,1,0,1.7465,0.5008,1.8331,-0.7603,1.2923,4,1.4927186572033986,25.9,3.3,156,1,0,20,21,1.0,Average
713,79.0,74.6,2,71.2,0,525,435,505,1,1,0,0,0,0,0,0,-1.4606,-1.0593,-0.344,1.1492,-2.3412,2,0.728846789134258,26.2,3.5,291,0,0,10,7,0.0,Good
714,86.15,83.33,2,70.56,0,660,410,810,1,1,0,0,0,0,0,0,-1.4517,-1.1196,0.6248,0.0192,-2.9686,2,1.2835654826013976,24.1,1.2,155,1,0,10,14,1.0,Good
715,64.7,61.0,2,73.0,0,500,455,405,1,1,1,0,0,0,0,0,-0.3027,1.0449,0.01,-2.3895,1.6302,3,0.7170523804736848,24.9,1.0,173,1,0,20,25,1.0,Good
716,74.0,72.6,2,83.0,0,605,460,595,1,1,0,1,0,0,0,0,0.2718,0.2124,1.547,-1.1218,0.8637,3,0.8737573903373016,24.3,2.2,321,1,0,13,11,1.0,Good
717,80.0,63.4,2,69.71,0,505,495,395,1,1,0,0,0,0,0,0,0.2318,-1.2153,-0.1988,0.3756,0.3444,2,1.053678331827835,24.8,1.8,321,1,0,13,7,0.0,Low
718,85.0,70.0,2,73.0,0,370,370,285,1,1,0,1,0,0,0,0,-1.1644,-1.7856,-0.7585,0.9066,-2.5853,3,0.62435121456533,22.1,1.1,34,0,0,13,20,1.0,Average
719,85.0,88.0,2,85.0,0,495,445,605,1,1,0,0,0,0,0,0,-1.9629,-2.1903,-2.775,0.4148,-0.4455,2,1.053678331827835,24.0,1.8,156,0,0,32,7,1.0,Good
720,85.6,89.8,2,75.8,1,465,455,455,1,1,0,0,0,0,0,0,-1.1901,-0.1232,-0.6343,0.0623,-0.8799,2,1.3395980127759277,25.3,3.4,156,0,0,32,21,1.0,Good
721,75.6,81.3,2,76.56,0,555,415,515,1,1,0,0,0,0,0,0,1.1336,-0.1206,-1.527,-0.4879,1.4386,2,1.0875236074226153,24.2,0.4,319,0,0,13,23,0.0,Low
722,69.7,82.02,2,70.2,0,665,495,514,1,1,1,0,0,0,0,0,-0.5719,0.8128,-0.344,-0.9953,0.5024,3,1.3205096310751325,26.3,3.7,37,1,0,20,23,1.0,Average
723,75.0,60.0,2,56.0,1,640,570,635,1,0,1,0,0,0,0,0,0.2718,1.5444,0.9322,-0.4879,0.0973,2,0.8607911400248383,24.3,1.6,236,1,0,20,11,1.0,Low
724,81.0,71.0,2,68.0,0,575,544,524,1,1,0,0,0,0,0,0,0.0464,0.3448,-1.0697,-0.1727,0.0284,2,1.1764431330850493,27.1,3.0,225,1,0,10,18,1.0,Good
725,90.6,91.3,2,78.56,0,485,495,535,1,1,0,0,0,0,0,0,0.9737,0.8128,0.2366,0.8848,-0.1295,2,0.815643120578711,26.4,5.6,0,1,0,10,20,1.0,Good
726,82.33,76.89,2,55.89,1,515,615,695,1,1,0,0,0,0,0,0,-0.4173,0.6568,-0.0537,-0.9953,-1.8673,2,1.2464424076594385,26.1,2.0,319,1,0,32,14,1.0,Good
727,88.0,82.0,2,68.11,0,475,540,450,1,1,0,1,0,0,0,0,-0.159,-0.4536,-0.2974,0.5262,-1.0524,3,1.122642915849938,22.7,0.0,321,1,0,14,23,0.0,Good
728,72.0,68.4,2,67.84,0,650,470,680,1,1,0,1,0,0,0,0,-0.159,-0.1206,-0.1437,-1.6289,0.2889,3,1.7637217138035717,24.6,1.0,321,1,0,32,23,1.0,Good
729,58.83,66.0,2,70.0,0,440,570,345,1,1,0,1,0,0,0,0,-0.4463,0.0459,-1.0659,1.6672,-1.244,3,0.6430084167983765,23.7,0.9,319,1,3,9,23,0.0,Low
730,75.36,60.16,2,57.81,0,375,445,335,1,0,1,0,0,0,1,0,-0.880999999999999,0.0328,0.8171,-0.9953,0.0284,3,0.7400738384330177,25.7,2.9,156,1,0,20,11,1.0,Good
731,80.2,91.9,2,62.0,0,465,425,465,1,1,0,0,0,0,0,0,1.59199999999999,0.0328,-0.0537,-0.6428,0.3444,2,1.2251237756465674,25.5,1.8,67,1,0,32,0,1.0,Good
732,71.0,64.0,2,73.4,1,490,400,500,1,1,0,1,0,0,0,0,1.2772,0.3789,0.7785,-0.995,0.0973,3,0.778745513852741,22.7,1.8,36,0,0,32,18,1.0,Low
733,67.0,73.0,2,71.7,0,425,495,635,1,1,0,0,0,0,0,0,1.4374,0.8128,0.5269,0.2973,1.4502,2,0.5590607431422188,27.2,2.2,225,1,0,10,23,1.0,Good
734,86.6,78.4,2,68.5,1,380,410,515,1,1,0,1,0,0,0,0,-0.159,0.7119,-0.6048,0.5262,1.0554,3,0.4054709583001695,23.4,1.5,69,1,0,13,21,1.0,Low
735,79.8,81.2,2,80.26,0,515,545,665,1,1,0,0,0,0,0,0,-0.880999999999999,0.3448,-1.6502,0.26793,-0.1295,2,1.2835654826013976,25.1,2.8,340,1,0,10,13,1.0,Average
736,86.6,77.6,2,65.57,0,605,545,565,1,1,0,0,0,0,0,0,-0.880999999999999,0.5008,0.2366,-0.5253,-0.2875,2,1.1737893702306958,26.6,4.5,356,1,0,10,11,0.0,Average
737,82.0,87.0,2,70.0,1,675,625,595,1,1,0,0,0,0,0,0,1.5533,1.7488,1.8331,-1.671,0.1864,2,0.9802186781645681,24.7,0.5,324,1,0,32,21,2.0,Low
738,79.28,69.33,2,67.13,1,475,545,455,1,1,0,0,0,0,0,0,1.0768,0.7816,0.73,0.8457,1.6082,2,0.728846789134258,26.4,1.0,321,0,0,10,11,1.0,Low
739,74.0,64.0,2,72.0,0,560,540,535,1,1,0,1,0,0,0,0,0.99,0.2124,0.9322,0.1459,1.0554,3,0.6950474954195178,25.0,2.0,319,1,0,13,11,1.0,Average
740,80.6,77.6,2,68.0,1,515,445,465,1,0,1,0,0,0,1,0,-0.1082,0.3448,1.1074,1.0024,0.3444,3,0.95347002837702,27.7,3.8,301,1,0,20,18,1.0,Average
741,61.6,61.2,2,67.08,0,405,460,450,1,1,0,1,0,0,0,0,1.2772,-0.2871,2.008,0.1459,0.8637,3,1.337497728433608,24.5,1.5,362,1,0,13,23,1.0,Low
742,90.3,94.2,2,79.9,0,510,460,440,1,1,0,0,1,0,0,0,-0.3027,-1.1196,0.3174,0.653,-0.2859,3,1.0840601574706668,22.4,1.7,315,1,0,38,0,0.0,Low
743,85.2,80.2,2,85.0,0,535,480,500,1,1,0,0,0,0,1,0,0.2718,1.0449,1.2396,-1.7556,-0.0943,3,1.0455573053159042,23.2,1.6,321,0,0,19,14,1.0,Good
744,70.0,76.0,2,60.0,0,385,445,320,1,1,0,1,0,0,0,0,1.4208,1.7109,1.547,-1.1218,0.8637,3,0.6178503457758123,22.5,0.8,162,1,0,13,23,0.0,Low
745,83.0,87.5,2,81.0,1,475,515,464,1,1,0,1,0,0,0,0,-0.3027,-0.2871,0.9322,-2.3895,-0.0943,3,1.0988899467287978,23.9,0.3,321,0,0,32,20,1.0,Good
746,77.4,74.8,2,74.3,1,345,560,485,1,1,0,1,0,0,0,0,0.7027,1.2114,0.3174,0.3995,0.6721,3,0.9742766996495944,23.1,1.3,329,0,0,32,18,1.0,Low
747,76.5,74.5,2,60.0,0,455,520,405,1,1,0,0,0,1,0,0,0.4155,0.2124,0.4711,-0.4879,0.2889,3,1.1578429773969214,22.4,0.1,37,1,0,22,0,1.0,Low
748,66.67,76.0,2,73.46,0,735,580,570,0,0,0,0,0,0,0,0,0.1282,-0.4536,-1.2196,-1.2486,-2.0105,0,0.0,26.7,1.8,8,1,0,20,23,1.0,Low
749,80.0,82.4,2,74.27,0,445,485,655,1,1,0,0,0,0,0,0,-1.9629,-0.7473,0.5269,0.7673,0.3444,2,0.68543715455471,25.0,3.5,321,0,0,32,23,1.0,Good
750,55.0,46.0,2,64.56,1,560,340,235,1,1,0,0,0,0,0,0,0.1282,-0.7866,-0.6048,0.7798,0.0973,2,0.815643120578711,27.6,1.5,156,1,3,9,11,1.0,Low
751,67.2,74.88,2,66.67,1,385,415,385,1,0,1,0,0,0,0,0,-0.880999999999999,-1.0593,-0.6343,1.0024,0.6603,2,0.554206855060096,25.7,4.4,74,1,0,33,14,1.0,Good
752,79.8,78.2,2,69.8,0,425,625,485,1,0,1,0,0,0,0,0,-0.880999999999999,-0.0842,-0.598,-0.5253,-0.9194,2,0.38743899956733696,25.4,2.6,340,1,0,20,7,1.0,Good
753,78.8,68.33,2,62.0,0,535,455,335,1,1,0,0,0,0,0,0,-0.7264,-0.2793,0.9623,-0.7603,-1.0774,2,1.2658812960387955,26.8,3.8,321,1,0,10,14,1.0,Good
754,88.8,84.67,2,70.0,1,675,605,620,1,1,1,0,0,0,0,0,-0.0154,1.0449,0.4711,1.0333,1.0554,3,1.5881929857750623,25.1,1.6,230,1,0,22,11,1.0,Good
755,77.0,65.0,2,57.25,1,720,555,645,1,1,0,0,0,0,0,0,-1.5953,-0.7866,-1.2196,-0.2344,-0.6692,2,1.053678331827835,24.7,1.5,155,1,0,32,14,1.0,Low
756,84.2,87.2,1,71.0,0,675,495,560,1,0,1,0,0,0,0,0,-0.8772,0.5454,1.0859,-1.7556,0.4805,2,0.36178646900507194,23.1,0.8,87,0,0,20,23,0.0,Good
757,85.06,76.5,1,83.5,1,605,640,695,1,1,1,0,0,0,0,0,-1.5953,-1.1196,-1.0659,-1.2486,-0.2859,3,1.556124424595398,26.4,1.3,321,0,2,39,14,1.0,Good
758,89.0,91.0,2,87.4,1,520,585,485,1,1,0,0,0,0,0,0,-0.6491,0.1888,0.672,-0.4371,-1.0774,2,1.2251237756465674,25.5,1.5,321,1,0,13,20,1.0,Good
759,73.0,60.0,2,73.0,0,440,400,270,1,0,1,1,0,0,0,0,-0.0154,0.3789,0.3174,0.5262,-0.8608,3,1.466456966163094,23.9,1.0,321,0,0,20,23,1.0,Good
760,88.5,81.6,2,71.6,0,465,560,810,1,1,0,1,0,0,0,0,0.99,0.2124,-0.4511,-1.6289,-1.0524,3,1.4562625740393087,24.9,1.8,225,1,0,13,23,1.0,Good
761,80.88,66.3,2,90.0,0,535,530,450,0,1,0,0,0,0,0,0,0.99,1.2114,0.01,-1.3753,0.8637,1,0.246437054631829,27.9,0.9,135,1,2,41,20,1.0,Low
762,87.2,70.6,2,75.1,0,615,590,760,1,1,0,0,0,1,0,0,-0.159,0.2124,1.547,1.1601,-0.2859,3,1.1756577042377765,24.1,1.3,321,1,0,17,16,1.0,Low
763,82.0,76.0,2,67.0,0,710,655,500,1,1,0,0,0,0,0,0,1.4208,0.3789,-0.2974,-0.6147,0.4805,2,1.1489432041004213,25.2,3.2,224,1,0,10,7,1.0,Good
764,72.5,58.6,2,84.4,0,595,365,705,1,1,1,0,0,0,0,0,-0.5719,0.5008,-1.0697,-0.5253,0.1864,3,1.4380860787353331,29.7,4.8,164,1,0,33,25,0.0,Average
765,65.8,67.6,2,66.35,0,475,485,535,1,1,0,1,0,0,0,0,-0.7335,-0.4536,0.4711,0.2727,0.4805,3,1.1285811581302232,29.7,1.6,155,1,3,9,13,0.0,Good
766,88.88,71.0,2,87.0,0,365,475,485,1,0,1,0,0,0,0,0,1.4374,1.4368,-0.598,-1.7004,0.1864,2,1.0621960918827336,24.5,1.2,369,0,0,20,16,0.0,Low
767,73.5,71.8,2,83.9,1,535,605,665,1,1,0,1,0,0,0,0,1.4208,1.0449,0.6248,0.2727,1.247,3,1.823104136606422,25.4,1.8,9,1,0,32,25,1.0,Good
768,71.4,60.4,2,71.0,1,665,530,520,1,1,1,0,0,0,0,0,-1.308,-0.7866,0.6248,-0.3612,-0.2859,3,0.7170523804736848,24.3,1.4,362,1,0,20,25,1.0,Good
769,76.0,64.0,2,68.0,0,490,470,390,1,1,0,0,0,0,0,0,0.8463,0.3789,0.4711,0.0192,1.4386,2,0.8583707215307401,23.9,0.8,255,1,0,13,18,1.0,Low
